author,title,types,price,review,rate
Pete Souza,Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (3),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$4.19</span></span>","14,492",4.9 out of 5 stars
Stephen R. Covey,If Animals Kissed Good Night,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","71,267",4.8 out of 5 stars
David Grann,"Brown Bear, Brown Bear, What Do You See?",Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.07</span></span>","49,005",4.9 out of 5 stars
Lysa TerKeurst,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.18</span></span>","25,180",4.8 out of 5 stars
Liane Moriarty,"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.08</span></span>","9,568",4.7 out of 5 stars
The College Board,Big Little Lies,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","32,850",4.6 out of 5 stars
Daniel Kahneman,The Official SAT Study Guide,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$4.25</span></span>","2,378",4.5 out of 5 stars
Sarah Young,The Whole30 Cookbook: 150 Delicious and Totally Compliant Recipes to Help You Succeed with the Whole30 and Beyond,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.16</span></span>","2,813",4.6 out of 5 stars
Heidi Murkoff,"Thinking, Fast and Slow",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$5.46</span></span>","31,098",4.6 out of 5 stars
Jeannette Walls,"Jesus Calling, Padded Hardcover, with Scripture references",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.07</span></span>","32,149",4.9 out of 5 stars
F. Scott Fitzgerald,What to Expect When You're Expecting,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.33</span></span>","29,938",4.8 out of 5 stars
Oprah Winfrey,The Glass Castle: A Memoir (book),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.86</span></span>","19,781",4.6 out of 5 stars
John Grisham,The Great Gatsby: The Only Authorized Edition,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","10,683",4.4 out of 5 stars
Shel Silverstein,The Wisdom of Sundays: Life-Changing Insights from Super Soul Conversations,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.58</span></span>","2,522",4.7 out of 5 stars
Chelsea Clinton,P is for Potty! (Sesame Street) (Lift-the-Flap),Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","29,015",4.7 out of 5 stars
Timothy Snyder,The Rooster Bar,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.57</span></span>","16,011",4.2 out of 5 stars
Paulo Coelho,The Giving Tree,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.74</span></span>","28,283",4.9 out of 5 stars
Ray Bradbury,She Persisted: 13 American Women Who Changed the World,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.39</span></span>","3,287",4.8 out of 5 stars
John Grisham,On Tyranny: Twenty Lessons from the Twentieth Century,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.91</span></span>","20,724",4.7 out of 5 stars
John Green,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$4.38</span></span>","99,533",4.7 out of 5 stars
Brené Brown,Fahrenheit 451,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.04</span></span>","36,727",4.6 out of 5 stars
Robert Munsch,Camino Island: A Novel,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.47</span></span>","24,243",4.3 out of 5 stars
Ree Drummond,Turtles All the Way Down,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.15</span></span>","11,874",4.6 out of 5 stars
Carol S. Dweck,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","30,486",4.7 out of 5 stars
Karen Katz,Love You Forever,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.61</span></span>","55,416",4.9 out of 5 stars
Ron Chernow,"The Pioneer Woman Cooks―Come and Get It!: Simple, Scrumptious Recipes for Crazy Busy Lives",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.99</span></span>","4,874",4.8 out of 5 stars
Yuval Noah Harari,Mindset: The New Psychology of Success,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.93</span></span>","22,417",4.6 out of 5 stars
Benjamin Graham,Where Is Baby's Belly Button? A Lift-the-Flap Book,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.07</span></span>","13,114",4.8 out of 5 stars
Rick Riordan,Grant,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$5.09</span></span>","8,843",4.8 out of 5 stars
Nicola Yoon,Sapiens: A Brief History of Humankind,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$9.45</span></span>",836,4.6 out of 5 stars
Simon Sinek,The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$12.98</span></span>","68,710",4.6 out of 5 stars
Neil Gaiman,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$10.88</span></span>","36,884",4.7 out of 5 stars
Mark Sullivan,"The Trials of Apollo Book Two The Dark Prophecy (Trials of Apollo, 2)",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.36</span></span>","14,574",4.4 out of 5 stars
Dav Pilkey,"Everything, Everything",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.54</span></span>","9,234",4.8 out of 5 stars
Martha Hall Kelly,Start with Why: How Great Leaders Inspire Everyone to Take Action,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.08</span></span>","7,166",4.7 out of 5 stars
J.K. Rowling,Norse Mythology,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$3.42</span></span>","26,984",4.6 out of 5 stars
Rick Riordan,Beneath a Scarlet Sky: A Novel,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$3.43</span></span>","17,686",4.7 out of 5 stars
Al Franken,Dog Man Unleashed: From the Creator of Captain Underpants (Dog Man #2),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.80</span></span>","68,266",4.7 out of 5 stars
Ray Dalio,Lilac Girls: A Novel (Woolsey-Ferriday),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.59</span></span>","17,704",4.9 out of 5 stars
Brené Brown,"Harry Potter and the Sorcerer's Stone: The Illustrated Edition (Harry Potter, Book 1)",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","15,263",4.6 out of 5 stars
Amy Ramos,"Magnus Chase and the Gods of Asgard, Book 3 The Ship of the Dead (Magnus Chase and the Gods of Asgard, Book 3) (Magnus Chase and the Gods of Asgard, 3)",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$11.73</span></span>","22,608",4.9 out of 5 stars
JJ Smith,"Al Franken, Giant of the Senate",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.15</span></span>","7,353",4.8 out of 5 stars
Dave Ramsey,Principles: Life and Work,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.35</span></span>","3,883",4.7 out of 5 stars
Adam Rubin,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$8.03</span></span>","12,569",4.6 out of 5 stars
J. K. Rowling,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.49</span></span>","11,873",4.8 out of 5 stars
Bill O'Reilly,Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.47</span></span>","29,194",4.3 out of 5 stars
Andrea Beaty,10-Day Green Smoothie Cleanse,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.50</span></span>","5,202",4.7 out of 5 stars
R. J. Palacio,Wonder,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.17</span></span>","36,665",4.8 out of 5 stars
Rupi Kaur,Milk and Honey,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.58</span></span>","48,110",4.7 out of 5 stars
Mark Manson,Giraffes Can't Dance,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.95</span></span>","28,617",4.8 out of 5 stars
Jeff Kinney,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$7.82</span></span>","85,729",4.6 out of 5 stars
Laurel Randolph,The Getaway,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","17,841",4.8 out of 5 stars
J. D. Vance,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.93</span></span>","12,728",4.4 out of 5 stars
Neil deGrasse Tyson,Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.75</span></span>","29,957",4.4 out of 5 stars
Roger Priddy,Astrophysics for People in a Hurry,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.07</span></span>","21,455",4.7 out of 5 stars
Margaret Atwood,First 100 Words: A Padded Board Book,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","36,068",4.7 out of 5 stars
Gary Chapman,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$3.24</span></span>","15,394",4.6 out of 5 stars
Jen Sincero,The Handmaid's Tale,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.36</span></span>","62,987",4.5 out of 5 stars
Hillary Rodham Clinton,The 5 Love Languages: The Secret to Love that Lasts,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.38</span></span>","74,075",4.8 out of 5 stars
Dr. Seuss,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.22</span></span>","35,905",4.7 out of 5 stars
George Orwell,What Happened,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.88</span></span>","6,956",4.6 out of 5 stars
Dale Carnegie,"Oh, the Places You'll Go!  ",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.36</span></span>","44,130",4.9 out of 5 stars
Dan Brown,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.76</span></span>","31,108",4.7 out of 5 stars
Fredrik Backman,1984,Mass Market Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.22</span></span>","75,873",4.7 out of 5 stars
Rupi Kaur,How to Win Friends & Influence People,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$3.77</span></span>","83,419",4.7 out of 5 stars
Don Miguel Ruiz,Origin: A Novel (Robert Langdon),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","37,592",4.4 out of 5 stars
Sandra Boynton,A Man Called Ove: A Novel,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$6.48</span></span>","62,478",4.7 out of 5 stars
Emily Winfield Martin,The Sun and Her Flowers,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.49</span></span>","17,613",4.8 out of 5 stars
William P. Young,Dear Zoo: A Lift-the-Flap Book,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.15</span></span>","27,208",4.8 out of 5 stars
Sheryl Sandberg,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.72</span></span>","90,035",4.7 out of 5 stars
Amor Towles,The Going to Bed Book (Board Book),Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.03</span></span>","16,365",4.8 out of 5 stars
American Psychological Association,StrengthsFinder 2.0,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","7,182",4.1 out of 5 stars
Margaret Wise Brown,The Wonderful Things You Will Be,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.49</span></span>","26,482",4.9 out of 5 stars
Jay Asher,The Shack: Where Tragedy Confronts Eternity,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.55</span></span>","23,638",4.7 out of 5 stars
Walter Isaacson,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.06</span></span>","28,497",4.5 out of 5 stars
Deborah Diesen,"Option B: Facing Adversity, Building Resilience, and Finding Joy",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.40</span></span>","3,134",4.5 out of 5 stars
Ann Whitford Paul,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.09</span></span>","14,498",4.6 out of 5 stars
Eric Carle,A Gentleman in Moscow: A Novel,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.48</span></span>","52,508",4.6 out of 5 stars
Rob Elliott,"Publication Manual of the American Psychological Association, 6th Edition",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.37</span></span>","12,783",4.5 out of 5 stars
Timothy Ferriss,Goodnight Moon,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.69</span></span>","25,943",4.9 out of 5 stars
Adam Gasiewski,Thirteen Reasons Why,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.93</span></span>","13,984",4.5 out of 5 stars
Ernest Cline,Leonardo da Vinci,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.17</span></span>","6,828",4.6 out of 5 stars
Dav Pilkey,The Pout-Pout Fish,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","24,211",4.9 out of 5 stars
Pete Souza,Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (3),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$4.19</span></span>","14,492",4.9 out of 5 stars
Stephen R. Covey,If Animals Kissed Good Night,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","71,267",4.8 out of 5 stars
David Grann,"Brown Bear, Brown Bear, What Do You See?",Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.07</span></span>","49,005",4.9 out of 5 stars
