author,title,types,price,review,rate
Gayle Forman,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.90</span></span>","5,765",4.5 out of 5 stars
George R. R. Martin,JOURNEY TO THE ICE P,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.33</span></span>","1,093",4.6 out of 5 stars
Veronica Roth,"Publication Manual of the American Psychological Association, 6th Edition",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.37</span></span>","12,783",4.5 out of 5 stars
Thomas Piketty,Little Blue Truck,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","1,959",4.9 out of 5 stars
Christina Baker Kline,Make It Ahead: A Barefoot Contessa Cookbook,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$4.39</span></span>","2,287",4.6 out of 5 stars
Carol S. Dweck,First 100 Words: A Padded Board Book,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","36,068",4.7 out of 5 stars
Dale Carnegie,If I Stay,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.97</span></span>","10,095",4.4 out of 5 stars
Eric Carle,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,Mass Market Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$14.16</span></span>","34,877",4.7 out of 5 stars
Anthony Doerr,Divergent / Insurgent,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","21,827",4.6 out of 5 stars
Laura Hillenbrand,Capital in the Twenty First Century,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$3.52</span></span>","4,664",4.5 out of 5 stars
Paulo Coelho,Orphan Train,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.04</span></span>","25,487",4.6 out of 5 stars
John Green,Mindset: The New Psychology of Success,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.93</span></span>","22,417",4.6 out of 5 stars
F. Scott Fitzgerald,How to Win Friends & Influence People,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$3.77</span></span>","83,419",4.7 out of 5 stars
Daniel James Brown,The Very Hungry Caterpillar,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.15</span></span>","56,790",4.9 out of 5 stars
Robert Munsch,All the Light We Cannot See,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.44</span></span>","69,786",4.6 out of 5 stars
James Dashner,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.43</span></span>","7,880",4.6 out of 5 stars
Veronica Roth,Allegiant,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","24,812",3.9 out of 5 stars
Amy Poehler,Yes Please,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","5,614",4.3 out of 5 stars
Don Miguel Ruiz,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","6,647",4.6 out of 5 stars
Stephen R. Covey,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.72</span></span>","90,035",4.7 out of 5 stars
George W. Bush,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.80</span></span>","9,299",4.7 out of 5 stars
Stephanie Milton,41: A Portrait of My Father,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.85</span></span>","2,734",4.7 out of 5 stars
Melissa Lagonegro,Minecraft: The Complete Handbook Collection,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$12.98</span></span>","1,427",4.8 out of 5 stars
Rush Limbaugh,Frozen: A Tale of Two Sisters,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.18</span></span>","1,138",4.6 out of 5 stars
Brené Brown,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.36</span></span>","9,395",4.9 out of 5 stars
Veronica Roth,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","30,486",4.7 out of 5 stars
Todd Burpo,Divergent / Insurgent / Allegiant,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$3.49</span></span>","3,093",4.7 out of 5 stars
Michael Lewis,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.36</span></span>","17,472",4.7 out of 5 stars
Rush Limbaugh,Flash Boys,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.59</span></span>","6,428",4.6 out of 5 stars
Sandra Boynton,Rush Revere and the American Revolution: Time-Travel Adventures With Exceptional Americans,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","4,535",4.9 out of 5 stars
George R. R. Martin,Dear Zoo: A Lift-the-Flap Book,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.15</span></span>","27,208",4.8 out of 5 stars
John Grisham,The Going to Bed Book (Board Book),Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.03</span></span>","16,365",4.8 out of 5 stars
Heidi Murkoff,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$29.41</span></span>","8,186",4.8 out of 5 stars
Sally Lloyd-Jones,The Real ACT Prep Guide,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.59</span></span>",808,4.4 out of 5 stars
Sheryl Sandberg,Gray Mountain: A Novel,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.95</span></span>","29,029",4.1 out of 5 stars
Sue Monk Kidd,What to Expect When You're Expecting,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","29,938",4.8 out of 5 stars
William Golding,The Jesus Storybook Bible: Every Story Whispers His Name,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.97</span></span>","12,217",4.9 out of 5 stars
Elie Wiesel,"Lean In: Women, Work, and the Will to Lead",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","8,383",4.5 out of 5 stars
J.D. Salinger,The Invention of Wings,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.58</span></span>","20,017",4.7 out of 5 stars
Zhi Gang Sha,Lord of the Flies,Mass Market Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.23</span></span>","33,003",4.6 out of 5 stars
Gina Homolka,Night (Night),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.35</span></span>","8,949",4.7 out of 5 stars
Ray Bradbury,The Catcher in the Rye,Mass Market Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.15</span></span>","32,295",4.5 out of 5 stars
Sherri Duskey Rinker,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.10</span></span>",281,4.6 out of 5 stars
John Green,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.18</span></span>","25,180",4.8 out of 5 stars
Tom Robinson,"The Skinnytaste Cookbook: Light on Calories, Big on Flavor",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$5.27</span></span>","8,362",4.7 out of 5 stars
George Orwell,Fahrenheit 451,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.04</span></span>","36,727",4.6 out of 5 stars
S. E. Hinton,"Goodnight, Goodnight, Construction Site",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.18</span></span>","20,909",4.9 out of 5 stars
Tony Robbins,Paper Towns,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.75</span></span>","10,427",4.4 out of 5 stars
Margaret Wise Brown,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","6,337",4.6 out of 5 stars
Susan Cain,1984,Mass Market Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.22</span></span>","75,873",4.7 out of 5 stars
Stephen King,The Outsiders,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.49</span></span>","31,831",4.8 out of 5 stars
John Steinbeck,MONEY Master the Game: 7 Simple Steps to Financial Freedom,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.09</span></span>","11,001",4.6 out of 5 stars
JJ Smith,Goodnight Moon,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.69</span></span>","25,943",4.9 out of 5 stars
Kerry Patterson,Quiet: The Power of Introverts in a World That Can't Stop Talking,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$3.18</span></span>","20,823",4.6 out of 5 stars
Frank Berrios,Revival: A Novel,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.59</span></span>","11,913",4.3 out of 5 stars
Lois Lowry,Giraffes Can't Dance,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.95</span></span>","28,617",4.8 out of 5 stars
Danielle Walker,Minecraft: Redstone Handbook: An Official Mojang Book,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.10</span></span>",855,4.7 out of 5 stars
Jim Collins,Of Mice and Men,Mass Market Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.55</span></span>","26,555",4.7 out of 5 stars
Rob Elliott,StrengthsFinder 2.0,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","7,182",4.1 out of 5 stars
Jeff Kinney,Frozen (Little Golden Book),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","7,376",4.8 out of 5 stars
Randall Munroe,Laugh-Out-Loud Jokes for Kids,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.79</span></span>","10,924",4.6 out of 5 stars
Rick Riordan,The Fault in Our Stars,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.05</span></span>","62,949",4.7 out of 5 stars
Sarah Young,Diary of a Wimpy Kid: The Long Haul,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.10</span></span>","13,604",4.8 out of 5 stars
Laura Hillenbrand,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$4.81</span></span>","19,737",4.7 out of 5 stars
Drew Daywalt,"The Blood of Olympus (The Heroes of Olympus, 5)",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","15,883",4.8 out of 5 stars
Veronica Roth,"Jesus Calling, Padded Hardcover, with Scripture references",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.07</span></span>","32,149",4.9 out of 5 stars
Dr. Seuss,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","33,917",4.8 out of 5 stars
Harper Lee,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.45</span></span>","4,900",4.6 out of 5 stars
Gillian Flynn,The Day the Crayons Quit,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.80</span></span>","20,682",4.8 out of 5 stars
Markus Zusak,Divergent,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.01</span></span>","9,820",4.7 out of 5 stars
Brandon Stanton,The Fault in Our Stars,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","62,949",4.7 out of 5 stars
Donna Tartt,"Oh, the Places You'll Go!  ",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.36</span></span>","44,130",4.9 out of 5 stars
American Psychiatric Association,To Kill a Mockingbird,Mass Market Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.98</span></span>","71,999",4.8 out of 5 stars
R. J. Palacio,Gone Girl,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.49</span></span>","67,856",4.1 out of 5 stars
B. J. Novak,The Book Thief,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.42</span></span>","35,336",4.7 out of 5 stars
Rush Limbaugh,The Official SAT Study Guide,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.79</span></span>","1,535",4.4 out of 5 stars
Gary Chapman,Humans of New York,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.59</span></span>","5,438",4.8 out of 5 stars
Rob Elliott,The Goldfinch: A Novel (Pulitzer Prize for Fiction),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.27</span></span>","43,697",4.0 out of 5 stars
RH Disney,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$41.92</span></span>","12,619",4.7 out of 5 stars
American Psychological Association,Wonder,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$7.79</span></span>","36,665",4.8 out of 5 stars
Alice Schertle,The Book with No Pictures,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.49</span></span>","17,334",4.8 out of 5 stars
Ina Garten,Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.58</span></span>","5,060",4.9 out of 5 stars
Roger Priddy,The 5 Love Languages: The Secret to Love That Lasts,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.99</span></span>","4,888",4.7 out of 5 stars
Gayle Forman,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.90</span></span>","5,765",4.5 out of 5 stars
George R. R. Martin,JOURNEY TO THE ICE P,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.33</span></span>","1,093",4.6 out of 5 stars
Veronica Roth,"Publication Manual of the American Psychological Association, 6th Edition",Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.37</span></span>","12,783",4.5 out of 5 stars
Thomas Piketty,Little Blue Truck,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","1,959",4.9 out of 5 stars
Christina Baker Kline,Make It Ahead: A Barefoot Contessa Cookbook,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$4.39</span></span>","2,287",4.6 out of 5 stars
Carol S. Dweck,First 100 Words: A Padded Board Book,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.00</span></span>","36,068",4.7 out of 5 stars
Dale Carnegie,If I Stay,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.97</span></span>","10,095",4.4 out of 5 stars
Eric Carle,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,Mass Market Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$14.16</span></span>","34,877",4.7 out of 5 stars
Anthony Doerr,Divergent / Insurgent,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.16</span></span>","21,827",4.6 out of 5 stars
Laura Hillenbrand,Capital in the Twenty First Century,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$3.52</span></span>","4,664",4.5 out of 5 stars
Paulo Coelho,Orphan Train,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.04</span></span>","25,487",4.6 out of 5 stars
John Green,Mindset: The New Psychology of Success,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$0.93</span></span>","22,417",4.6 out of 5 stars
F. Scott Fitzgerald,How to Win Friends & Influence People,Paperback,"<span class=""a-size-base""><span class=""p13n-sc-price"">$3.77</span></span>","83,419",4.7 out of 5 stars
Daniel James Brown,The Very Hungry Caterpillar,Board book,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.15</span></span>","56,790",4.9 out of 5 stars
Robert Munsch,All the Light We Cannot See,Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$2.44</span></span>","69,786",4.6 out of 5 stars
James Dashner,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers",Hardcover,"<span class=""a-size-base""><span class=""p13n-sc-price"">$1.43</span></span>","7,880",4.6 out of 5 stars
